title,summary,link,tags,published,tipo da lei
Resolução 2719/2019,"AUTORIZA O SENHOR VEREADOR JAYME ASFORA A SE AUSENTAR DO PAÍS, NO PERÍODO DE 18/10 À 01/11/19, EM MISSÃO CULTURAL, SEM ÔNUS PARA O ERÁRIO MUNICIPAL, EM VIAGEM A ITÁLIA.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1181,Resolução,2019-10-01,AutorizacaoAusencia
Resolução 2718/2019,INSTITUI O PROJETO “O RECIFE E A CÂMARA – A IMPORTÂNCIA DO LEGISLATIVO PARA A CIDADE”.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1175,Resolução,2019-09-16,CalendarioEventos
Resolução 2717/2019,AUTORIZA O SENHOR VEREADOR AUGUSTO CARRERAS A SE AUSENTAR DO PAÍS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1179,Resolução,2019-09-02,AutorizacaoAusencia
Resolução 2716/2019,"AUTORIZA O SENHOR VEREADOR RODRIGO COUTINHO A SE AUSENTAR DO PAÍS, NO PERÍODO DE 22 DE AGOSTO À 02 DE SETEMBRO DO CORRENTE EXERCICIO, EM VIAGEM A ARGENTINA, EM MISSÃO CULTURAL, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1178,Resolução,2019-08-12,AutorizacaoAusencia
Resolução 2715/2019,DISPÕE SOBRE A OBRIGATORIEDADE DA EXECUÇÃO DO HINO DO RECIFE NA CÂMARA MUNICIPAL DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1163,Resolução,2019-08-12,Outro
Resolução 2713/2019,"MODIFICA A RESOLUÇÃO Nº 2.624, DE 20 DE DEZEMBRO DE 2016, QUE DISPÕE SOBRE O REGIMENTO INTERNO.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1174,Resolução,2019-07-02,Outro
Resolução 2712/2019,AUTORIZA O SENHOR VEREADOR RENATO ANTUNES A SE AUSENTAR DO PAÍS NO PERÍODO DE 06 A 30/07,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1177,Resolução,2019-07-01,AutorizacaoAusencia
Resolução 2711/2019,"OPINA SOBRE A PRESTAÇÃO DE CONTAS DO PREFEITO DA CIDADE DO RECIFE, REFERENTE AO EXERCÍCIO FINANCEIRO DE 2014.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1176,Resolução,2019-07-01,Outro
Resolução 2710/2019,AUTORIZA O SENHOR VEREADOR RINALDO JÚNIOR A SE AUSENTAR DO PAÍS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1173,Resolução,2019-06-25,AutorizacaoAusencia
Resolução 2709/2019,AUTORIZA O SENHOR VEREADOR ERIBERTO RAFAEL A SE AUSENTAR DO PAÍS DE 01 A 20 DE JULHO.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1172,Resolução,2019-06-19,AutorizacaoAusencia
Resolução 2708/2019,"AUTORIZA O SENHOR VEREADOR ANTÔNIO LUIZ NETO, A SE AUSENTAR DO PAÍS DE 01 A 16.07.19.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1171,Resolução,2019-06-19,AutorizacaoAusencia
Resolução 2707/2019,"AUTORIZA O SENHOR VEREADOR AUGUSTO CARRERAS A SE AUSENTAR DO PAÍS, NO PERÍODO DE 03 À 12/06/19, EM VIAGEM A MADRID/ESPANHA E LISBOA/PORTUGAL, EM MISSÃO CULTURAL, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1170,Resolução,2019-05-29,AutorizacaoAusencia
Resolução 2706/2019,"AUTORIZA O SENHOR VEREADOR ROGÉRIO DE LUCCA A SE AUSENTAR DO PAÍS,EM VIAGEM A PORTUGAL, EM MISSÃO CULTURAL, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1169,Resolução,2019-05-14,AutorizacaoAusencia
Resolução 2705/2019,AUTORIZA O SENHOR VEREADOR RODRIGO COUTINHO A SE AUSENTAR DO PAÍS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1167,Resolução,2019-04-23,AutorizacaoAusencia
Resolução 2704/2019,CONCEDE 60 (SESSENTA) DE LICENÇA PARA TRATAMENTO DE SAÚDE AO SENHOR VEREADOR MARCOS DI BRIA,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1166,Resolução,2019-04-23,Outro
Resolução 2703/2019,"AUTORIZA O SENHOR VEREADOR JAYME ASFORA A SE AUSENTAR DO PAÍS, NO PERÍODO DE 07 À 20 DE MAIO DE 2019, PARA TRATAR DE ASSUNTOS DE INTERESSES PARTICULAR, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1165,Resolução,2019-04-23,AutorizacaoAusencia
Resolução 2702/2019,"AUTORIZA O SENHOR VEREADOR RENATO ANTUNES A SE AUSENTAR DO PAÍS, EM VIAGEM AOS ESTADOS UNIDOS DA AMÉRICA, EM MISSÃO CULTURAL, NO PERÍODO DE 30/04 À 14/05/19,SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1164,Resolução,2019-04-15,AutorizacaoAusencia
Resolução 2701/2019,"AUTORIZA A LICENÇA DE 40 DIAS PARA TRATAMENTO DE SAÚDE A SENHORA VEREADORA ALINE MARIANO,A PARTIR DO DIA 11/3/19.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1162,Resolução,2019-04-02,Outro
Resolução 2700/2019,"CONCEDE 60 DIAS DE LICENÇA MATERNIDADE PARA A SENHORA VEREADORA NATÁLIA DE MENUDO, A CONTAR DO DIA 1º DE MARÇO DE 2019.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1161,Resolução,2019-03-26,Outro
Resolução 2699/2019,CONCEDE 15 DIAS DE LICENÇA PARA TRATAMENTO DE SAÚDE PARA O SENHOR VEREADOR MARCOS DI BRIA A PARTIR DO DIA 14/03/2019.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1160,Resolução,2019-03-19,Outro
Resolução 2698/2019,DISPÕE SOBRE O “PRÊMIO MÉRITO DE COMUNICAÇÃO JORNALISTA GRAÇA ARAÚJO”.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1208,Resolução,2019-03-19,Outro
Resolução 2697/2019,"AUTORIZA O SENHOR VEREADOR SAMUEL SALAZAR A SE AUSENTAR DO PAÍS NO PERÍODO DE 16 À 27/04/19, EM MISSÃO CULTURAL, EM VIAGEM AO ESTADOS UNIDOS DA AMÉRICA, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1159,Resolução,2019-03-12,AutorizacaoAusencia
Resolução 2696/2019,"AUTORIZA O SENHOR VEREADOR ROMERINHO JATOBÁ A SE AUSENTAR DO PAÍS, NO PERÍODO DE 12 À 27 DE ABRIL DE 2019, PARA TRATAR DE ASSUNTOS DE INTERESSES PARTICULARES, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1157,Resolução,2019-02-26,AutorizacaoAusencia
Resolução 2695/2019,"AUTORIZA A VEREADORA ANA LÚCIA A SE AUSENTAR DO PAÍS, EM MISSÃO CULTURAL, PARA PARTICIPAR DO SEXAGÉSIMO TERCEIRO PERÍODO DAS SESSÕES DA COMISSÃO DA ONU, NO PERÍODO DE 11 A 22 DE MARÇO DE 2019.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1156,Resolução,2019-02-25,AutorizacaoAusencia
Resolução 2694/2019,"AUTORIZA O SENHOR VEREADOR CARLOS GUEIROS A SE AUSENTAR DO PAÍS, NO PERÍODO DE 27/02 À 15/03/19, EM MISSÃO CULTURAL, PARA EUROPA.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1155,Resolução,2019-02-11,AutorizacaoAusencia
Resolução 2693/2018,AUTORIZA O SENHOR VEREADOR ANDRÉ RÉGIS A SE AUSENTAR DO PAÍS,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1213,Resolução,2018-12-05,AutorizacaoAusencia
Resolução 2692/2018,DENOMINA “SALA JORNALISTA GRAÇA ARAÚJO” A SALA RESERVADA À IMPRENSA DA CÂMARA MUNICIPAL DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1207,Resolução,2018-12-03,Outro
Resolução 2691/2018,"ACRESCENTA O PARÁGRAFO ÚNICO AO ART. 224 DA RESOLUÇÃO Nº 2.624, DE 20 DE DEZEMBRO DE 2016, QUE DISPÕE SOBRE O REGIMENTO INTERNO DA CÂMARA MUNICIPAL DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1768,Resolução,2018-12-03,Outro
Resolução 2690/2018,DISPÕE SOBRE A CRIAÇÃO DE BANCO DE IDEIAS LEGISLATIVAS NA CÂMARA MUNICIPAL DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1204,Resolução,2018-11-26,Outro
Resolução 2689/2018,"AUTORIZA O SENHOR VEREADOR FELIPE FRANCISMAR A SE AUSENTAR DO PAÍS, NO PERÍODO DE 15 DE NOVEMBRO À 01 DE DEZEMBRO DE 2018, EM VIAGEM À ITÁLIA E PORTUGAL,PARA TRATAR DE ASSUNTOS PARTICULARES, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1212,Resolução,2018-11-12,AutorizacaoAusencia
Resolução 2688/2018,"AUTORIZA O SENHOR VEREADOR MARCO AURÉLIO MEDEIROS A SE AUSENTAR DO PAÍS, NO PERÍODO DE 08 À 15/11/18, PARA TRATAR DE ASSUNTOS PARTICULARES, EM VIAGEM ÀS CIDADES DE MIAMI E ORLANDO, NOS ESTADOS UNIDOS DA AMÉRICA, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1211,Resolução,2018-11-07,AutorizacaoAusencia
Resolução 2687/2018,"AUTORIZA A SENHORA VEREADORA MARÍLIA ARRAES A SE AUSENTAR DO PAÍS, NO PERÍODO DE 7 DE A 18 DE NOVEMBRO DE 2018, PARA TRATAR DE ASSUNTOS PARTICULARES, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1209,Resolução,2018-11-05,AutorizacaoAusencia
Resolução 2686/2018,"DISPÕE SOBRE A CRIAÇÃO, NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE, DA FRENTE PARLAMENTAR DE INOVAÇÃO TECNOLÓGICA E DAS ECONOMIAS CRIATIVA, COMPARTILHADA E COLABORATIVA E DÁ OUTRAS PROVIDÊNCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1769,Resolução,2018-10-30,Outro
Resolução 2685/2018,"MODIFICA A RESOLUÇÃO Nº 2.624, DE 20 DE DEZEMBRO DE 2016, QUE DISPÕE SOBRE O REGIMENTO INTERNO DA CÂMARA MUNICIPAL DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=971,Resolução,2018-10-29,Outro
Resolução 2684/2018,"AUTORIZA O SENHOR VEREADOR JAYME ASFORA A SE AUSENTAR DO PAÍS, NO PERÍODO DE 31 DE OUTUBRO À 13 DE NOVEMBRO DE 2018, PARA TRATAR DE ASSUNTOS PARTICULARES, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1210,Resolução,2018-10-23,AutorizacaoAusencia
Resolução 2683/2018,"OPINA SOBRE A PRESTAÇÃO DE CONTAS DO PREFEITO DA CIDADE DO RECIFE, REFERENTE AO EXERCÍCIO FINANCEIRO DE 2009.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1205,Resolução,2018-09-17,Outro
Resolução 2682/2018,"CONCEDE AUTORIZAÇÃO DE LICENÇA PARA A SENHORA VEREADORA MARÍLIA ARRAES, NO PERÍODO DE 10/09 À 101/10/18, PARA TRATAR DE ASSUNTOS PARTICULARES, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1206,Resolução,2018-09-10,Outro
Resolução 2681/2018,DISPÕE SOBRE A APLICAÇÃO DO ART. 8º À RESOLUÇÃO Nº 2.679/2018 (RESOLUÇÃO DA AED) DA CÂMARA MUNICIPAL DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1203,Resolução,2018-08-20,Outro
Resolução 2680/2018,"AUTORIZA O SENHOR VEREADOR RINALDO JÚNIOR A SE AUSENTAR DO PAÍS, NO PERÍODO DE 12 À 26 DE JULHO DE 2018, PARA TRATAR DE ASSUNTOS PARTICULARES, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1202,Resolução,2018-07-04,AutorizacaoAusencia
Resolução 2679/2018,"DISPÕE SOBRE AS REGRAS, OS PRINCÍPIOS E OS PROCEDIMENTOS DA AVALIAÇÃO ESPECIAL DE DESEMPENHO DOS SERVIDORES EFETIVOS EM ESTÁGIO PROBATÓRIO DA CÂMARA MUNICIPAL DO RECIFE, OBJETIVANDO REGULAMENTAR O ART. 41, § 4º DA CONSTITUIÇÃO FEDERAL, O ART. 80 DA LEI ORGÂNICA DO MUNICÍPIO E O ART. 23 E SEGUINTES DA LEI Nº 14.728/85.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1201,Resolução,2018-06-11,Outro
Resolução 2678/2018,"OPINA SOBRE A PRESTAÇÃO DE CONTAS DO PREFEITO DA CIDADE DO RECIFE, REFERENTE AO EXERCÍCIO FINANCEIRO DE 2005.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1198,Resolução,2018-06-04,Outro
Resolução 2677/2018,MODIFICA TEMPORARIAMENTE O HORÁRIO DAS REUNIÕES ORDINÁRIAS DA CÂMARA MUNICIPAL DO RECIFE.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1200,Resolução,2018-05-29,Outro
Resolução 2676/2018,"AUTORIZA O SENHOR VEREADOR AUGUSTO CARRERAS A SE AUSENTAR DO PAÍS, NO PERÍODO DE 21 À 30 DE MAIO DE 2018, EM VIAGEM À LISBOA-PORTUGAL E KIEV-UCRÂNIA, SEM ÔNUS PARA O ERÁRIO MUNCIIPAL, PARA TRATAR DE ASSUNTOS DE INTERESSES PARTICULARES.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1197,Resolução,2018-05-02,AutorizacaoAusencia
Resolução 2675/2018,"REVOGA A RESOLUÇÃO N° 2673/2018, QUE CONCEDE  LICENÇA DE 120 (CENTO E VINTE) DIAS PARA TRATAMENTO DE SAÚDE AO SENHOR VEREADOR MARCOS DI BRIA.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1196,Resolução,2018-04-11,Outro
Resolução 2674/2018,"ESTABELECE QUE A CÂMARA MUNICIPAL DO RECIFE ENTRE NA CAMPANHA MUNDIAL INTITULADA “SETEMBRO AZUL”, DE FORMA A REAFIRMAR EM NOSSA SOCIEDADE O MARCO HISTÓRICO DAS IMPORTANTES CONQUISTAS E LUTAS PELOS DIREITOS LINGUÍSTICOS E CULTURAIS DA COMUNIDADE DOS SURDOS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1770,Resolução,2018-04-03,CalendarioEventos
Resolução 2673/2018,CONCEDE 120 DIAS DE LICENÇA PARA TRATAMENTO DE SAÚDE AO SENHOR VEREADOR MARCOS DI BRIA.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1195,Resolução,2018-04-03,Outro
Resolução 2672/2018,"AUTORIZA O SENHOR VEREADOR ROMERO ALBUQUERQUE A SE AUSENTAR DO PAÍS, NO PERÍODO DE 18/03 À 08/04/2018, EM MISSÃO CULTURAL,PARA PORTUGAL, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1194,Resolução,2018-03-19,AutorizacaoAusencia
Resolução 2671/2018,"INSTITUI, NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE, A FRENTE PARLAMENTAR DE ENFRENTAMENTO AO FEMINICÍDIO.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1798,Resolução,2018-03-13,CalendarioEventos
Resolução 2670/2018,"AUTORIZA O SENHOR VEREADOR JAYME ASFORA A SE AUSENTAR DO PAÍS, NO PERÍODO DE 22 DE MARÇO À 03 DE ABRIL DE 2018, EM VIAGEM AOS ESTADOS UNIDOS DA AMÉRICA - EUA,PARA TRATAR DE ASSUNTOS DE INTERESSES PARTICULARES,SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1192,Resolução,2018-03-13,AutorizacaoAusencia
Resolução 2669/2018,"AUTORIZA O SENHOR VEREADOR ROMERINHO JATOBÁ A SE AUSENTAR DO PAÍS, NO PERÍODO DE 14 À 22 DE MARÇO DE 2018, EM VIAGEM AOS ESTADOS UNIDOS DA AMÉRICA - USA, EM MISSÃO CULTURAL, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1193,Resolução,2018-03-13,AutorizacaoAusencia
Resolução 2668/2018,"AUTORIZA O SENHOR VEREADOR ROMERINHO JATOBÁ A SE AUSENTAR DO PAÍS, NO PERÍODO DE 09 À 24 DE ABRIL DO CORRENTE EXERCÍCIO,EM VIAGEM CULTURAL NA ÁFRICA DO SUL, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1191,Resolução,2018-03-05,AutorizacaoAusencia
Resolução 2667/2018,"AUTORIZA O SENHOR VEREADOR ROGÉRIO DE LUCCA A SE AUSENTAR DO PAÍS, NO PERÍODO 01 DE ABRIL À 02 DE MAIO DO CORRENTE ANO, PARA O CANADÁ, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1190,Resolução,2018-03-05,AutorizacaoAusencia
Resolução 2666/2018,AUTORIZA O SENHOR VEREADOR CARLOS GUEIROS A SE AUSENTAR DO PAÍS.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1189,Resolução,2018-02-05,AutorizacaoAusencia
Resolução 2663/2017,"AUTORIZA O SENHOR VEREADOR WANDERSON FLORÊNCIO A SE AUSENTAR DO PAÍS, NO PERÍODO DE 18 DE DEZEMBRO DE 2017 À 03 DE JANEIRO DE 2018, EM MISSÃO CULTURAL, EM VIAGEM AOS ESTADOS UNIDOS DA AMÉRICA, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1776,Resolução,2017-12-19,AutorizacaoAusencia
Resolução 2662/2017,"AUTORIZA O SENHOR VEREADOR RENATO ANTUNES A SE AUSENTAR DO PAÍS, NO PERÍODO 11 DE DEZEMBRO DE 2017 A 28 DE JANEIRO DE 2018, EM VIAGEM CULTURAL,COM DESTINO A PORTUGAL, SEM ÔNUS PARA O ERÁRIO MUNICIPAL.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1777,Resolução,2017-12-04,AutorizacaoAusencia
Resolução 2661/2017,"ACRESCENTA O ART. 121-E E O INCISO XIV AO ART. 112 DA RESOLUÇÃO Nº 2.624, DE 20 DE DEZEMBRO DE 2016,QUE DISPÕE SOBRE O REGIMENTOS INTERNO DA CÂMARA MUNICIPAL DO RECIFE.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=970,Resolução,2017-11-27,Outro
Resolução 2660/2017,"OPINA SOBRE A PRESTAÇÃO DE CONTAS DO PREFEITO DA CIDADE DO RECIFE, REFERENTE AO EXERCÍCIO FINANCEIRO DE 2008.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1778,Resolução,2017-11-20,Outro
Resolução 2659/2017,AUTORIZA O SENHOR VEREADOR ROMERINHO JATOBÁ A SE AUSENTAR DO PAÍS NO PERÍODO DE 15 À 27 DE NOVEMBRO DE 2017.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1779,Resolução,2017-11-13,AutorizacaoAusencia
Resolução 2658/2017,AUTORIZA O SENHOR VEREADOR JAYME ASFORA A SE AUSENTAR DO PAÍS NO PERÍODO DE 01 À 14/11/2017.,https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1780,Resolução,2017-10-31,AutorizacaoAusencia
Resolução 2657/2017,"INSTITUI, NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE, A FRENTE PARLAMENTAR EM DEFESA DA CIDADANIA LGBT.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1217,Resolução,2017-10-23,CalendarioEventos
Resolução 2656/2017,"INSTITUI, NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE, A FRENTE PARLAMENTAR DE APOIO À INCLUSÃO, À ACESSIBILIDADE E CIDADANIA DAS PESSOAS COM DEFICIÊNCIA.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1781,Resolução,2017-10-03,CalendarioEventos
Resolução 2655/2017,"DISPÕE SOBRE A CRIAÇÃO, NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE, DA FRENTE PARLAMENTAR PERMANENTE DE COMBATE AO EXTERMÍNIMO DA JUVENTUDE NEGRA E DÁ OUTRAS PROVIDENCIAS.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1144,Resolução,2017-10-03,Outro
Resolução 2654/2017,"INSTITUI, NO ÂMBITO DA CÂMARA MUNICIPAL DO RECIFE, A FRENTE PARLAMENTAR EM DEFESA DA PESSOA COM TRANSTORNO DO ESPECTRO DO AUTISMO E ATRASO NO DESENVOLVIMENTO.",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=1226,Resolução,2017-09-12,CalendarioEventos
