titulo,link,ementa,materia_originaria,link_materia,autoria,situacao,titulo_normalizado
"Decreto Legislativo nº 1135, de 18/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=496,Concede o Título de Cidadão do Recife ao Dr. Álvaro Dantas de Almeida Júnior.,PDL 58/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146849,Ronaldo Lopes,Em vigor,Decreto Legislativo 1135/2024
"Decreto Legislativo nº 1134, de 18/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=495,Concede a Medalha de Mérito José Mariano ao Artista Plástico Leopoldo Nóbrega.,PDL 57/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146814,Aline Mariano,Em vigor,Decreto Legislativo 1134/2024
"Decreto Legislativo nº 1133, de 18/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=492,Concede o Título de Cidadão do Recife ao Sr. Wanderson Sobral Florêncio.,PDL 54/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146095,Aderaldo Pinto,Em vigor,Decreto Legislativo 1133/2024
"Decreto Legislativo nº 1132, de 11/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=520,Concede a Medalha de Mérito Olegária Mariano a Srª Maria Guadalupe Freitas de Oliveira Silva.,PDL 64/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147501,Elaine Cristina,Em vigor,Decreto Legislativo 1132/2024
"Decreto Legislativo nº 1131, de 11/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=498,Concede o Título de Cidadã do Recife à Sra. Mônica Felts de La Roca Soares.,PDL 60/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146874,Cida Pedrosa,Em vigor,Decreto Legislativo 1131/2024
"Decreto Legislativo nº 1130, de 11/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=497,Concede o Título de Cidadão do Recife ao Sr. Ranilson Brandão Ramos.,PDL 59/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146861,Romerinho Jatobá,Em vigor,Decreto Legislativo 1130/2024
"Decreto Legislativo nº 1129, de 11/03/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=494,Concede o Título de Cidadã do Recife a Karla Maria de Oliveira Almeida.,PDL 56/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146644,Rinaldo Júnior,Em vigor,Decreto Legislativo 1129/2024
"Decreto Legislativo nº 1128, de 26/02/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=296,Concede o Título de Cidadã do Recife a Senhora Maria José Vilaça.,PDL 1/2024,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=148110,Alcides Cardoso,Em vigor,Decreto Legislativo 1128/2024
"Decreto Legislativo nº 1127, de 26/02/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=524,Concede o Título de Cidadão do Recife a José Carlos Veras dos Santos (Carlos Veras).,PDL 67/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147624,Liana Cirne,Em vigor,Decreto Legislativo 1127/2024
"Decreto Legislativo nº 1126, de 26/02/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=522,Concede a Medalha de Mérito José Mariano ao Empresário e Artista Carlos Belo Afonso de Melo “Cuscuz dos Patins”.,PDL 66/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147613,Felipe Francismar,Em vigor,Decreto Legislativo 1126/2024
"Decreto Legislativo nº 1125, de 26/02/2024",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=491,Concede o Título de Cidadão do Recife ao Sr. Aderaldo de Oliveira Florêncio.,PDL 53/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146094,Ebinho Florêncio,Em vigor,Decreto Legislativo 1125/2024
"Decreto Legislativo nº 1124, de 11/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=490,Concede o Título de Cidadão do Recife ao Advogado Antonio Braz da Silva.,PDL 52/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=145946,Aderaldo Pinto,Em vigor,Decreto Legislativo 1124/2023
"Decreto Legislativo nº 1123, de 11/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=489,Concede o Título de Cidadão do Recife ao Médico Sergio Luis Azevedo Martins.,PDL 51/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=145945,Aderaldo Pinto,Em vigor,Decreto Legislativo 1123/2023
"Decreto Legislativo nº 1122, de 11/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=487,Concede o Título de Cidadão do Recife ao Dr. Pedro Gonzaga Neto.,PDL 49/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=145756,Alcides Teixeira Neto,Em vigor,Decreto Legislativo 1122/2023
"Decreto Legislativo nº 1121, de 11/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=486,Concede o Título de Cidadã do Recife à Sra. Maria de Lourdes Tenório.,PDL 48/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=145587,Prof Mirinho,Em vigor,Decreto Legislativo 1121/2023
"Decreto Legislativo nº 1120, de 11/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=499,Concede a Medalha de Mérito José Mariano ao Cel. PM  Fred Jorge Parente Saraiva.,PDL 61/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=147035,Comissão Executiva,Em vigor,Decreto Legislativo 1120/2023
"Decreto Legislativo nº 1119, de 05/12/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=493,"Concede o Título de Cidadã do Recife à Professora fundadora do Curso de Letras da Universidade Federal Rural de Pernambuco (UFRPE) Dorilma
Neves Galdino Alves.",PDL 55/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=146318,Chico Kiko,Em vigor,Decreto Legislativo 1119/2023
"Decreto Legislativo nº 1118, de 27/11/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=485,Concede o Título de Cidadã do Recife à Juíza de Direito Wilka Pinto Vilela.,PDL 45/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=145123,Aline Mariano,Em vigor,Decreto Legislativo 1118/2023
"Decreto Legislativo nº 1117, de 13/11/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=488,Concede o Título de Cidadão do Recife ao Sr. Ilson Mateus Rodrigues,PDL 50/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=145895,Luiz Eustáquio,Em vigor,Decreto Legislativo 1117/2023
"Decreto Legislativo nº 1116, de 13/11/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=484,Concede a Medalha de Mérito José Mariano ao Sr. Aldemar Santos.,PDL 44/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=145077,Rinaldo Júnior,Em vigor,Decreto Legislativo 1116/2023
"Decreto Legislativo nº 1115, de 13/11/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=483,Concede o Título de Cidadão do Recife ao Cantor Sérgio Lopes.,PDL 43/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=144706,Ronaldo Lopes,Em vigor,Decreto Legislativo 1115/2023
"Decreto Legislativo nº 1114, de 13/11/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=482,"Concede o Título de Cidadão do Recife ao Sr. Gerson Lima Moura, conhecido como Beto Café.",PDL 40/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=144454,Joselito Ferreira,Em vigor,Decreto Legislativo 1114/2023
"Decreto Legislativo nº 1113, de 13/11/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=426,CONCEDE O TÍTULO DE CIDADÃ DO RECIFE À SRA. MARGARETH MENEZES DA PURIFICAÇÃO COSTA.,PDL 37/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=144027,Joselito Ferreira,Em vigor,Decreto Legislativo 1113/2023
"Decreto Legislativo nº 1112, de 23/10/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=416,Concede a Medalha de Mérito José Mariano ao Tenente Coronel Alexandre Arruda Pereira e Silva.,PDL 35/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=143678,Luiz Eustáquio,Em vigor,Decreto Legislativo 1112/2023
"Decreto Legislativo nº 1111, de 23/10/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=415,Concede a Medalha de Mérito José Mariano ao Empresário Ilson Mateus Rodrigues.,PDL 34/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=143627,Luiz Eustáquio,Em vigor,Decreto Legislativo 1111/2023
"Decreto Legislativo nº 1110, de 23/10/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=412,Concede a Medalha de Mérito José Mariano ao Tenente-Coronel Alex Francisco da Silva.,PDL 33/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=143626,Luiz Eustáquio,Em vigor,Decreto Legislativo 1110/2023
"Decreto Legislativo nº 1109, de 10/10/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=480,Concede o Título de Cidadão do Recife ao Jornalista e Apresentador EVENILSON SANTOS SANTANA (Mike Tyson).,PDL 38/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=144407,Doduel Varela,Em vigor,Decreto Legislativo 1109/2023
"Decreto Legislativo nº 1108, de 10/10/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=378,Concede o Título de Cidadão do Recife ao Sr. Vágner Silva de Souza (Vágner Love).,PDL 22/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=138914,Ronaldo Lopes,Em vigor,Decreto Legislativo 1108/2023
"Decreto Legislativo nº 1107, de 02/10/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=481,Concede o Título de Cidadão do Recife ao Sr. Paulo Augusto Rodrigues Moura – Paulo Moura.,PDL 39/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=144453,Professora Ana Lúcia,Em vigor,Decreto Legislativo 1107/2023
"Decreto Legislativo nº 1106, de 25/09/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=410,Concede o Título de Cidadão do Recife ao jogador de futebol Diego de Souza Andrade.,PDL 32/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=143060,Osmar Ricardo,Em vigor,Decreto Legislativo 1106/2023
"Decreto Legislativo nº 1105, de 18/09/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=425,Concede o Título de Cidadão do Recife ao Médico Perito “Dr. Luiz Pereira de Mello”.,PDL 36/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=143839,Almir Fernando,Em vigor,Decreto Legislativo 1105/2023
"Decreto Legislativo nº 1104, de 11/09/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=405,Concede o Título de Cidadã do Recife à Cantora e Compositora Gerlane Lops.,PDL 29/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=141555,Aline Mariano,Em vigor,Decreto Legislativo 1104/2023
"Decreto Legislativo nº 1103, de 11/09/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=401,Concede a Medalha de Mérito Olegária Mariano à Maria Eduarda Fernandes.,PDL 27/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=141413,Paulo Muniz,Em vigor,Decreto Legislativo 1103/2023
"Decreto Legislativo nº 1102, de 11/09/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=399,Concede o Título de Cidadão do Recife ao Empresário Jailson Marcos.,PDL 26/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=141144,Aline Mariano,Em vigor,Decreto Legislativo 1102/2023
"Decreto Legislativo nº 1101, de 11/09/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=396,Concede o Título de Cidadão do Recife ao Sr. Hemerson da Silva Ferreira (Mc Tocha).,PDL 24/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=138999,Victor André Gomes,Em vigor,Decreto Legislativo 1101/2023
"Decreto Legislativo nº 1100, de 11/09/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=375,Concede o Título de Cidadã do Recife à Sra. Antônia Cristina Amaral Silva – Cristina Amaral.,PDL 19/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=138556,Professora Ana Lúcia,Em vigor,Decreto Legislativo 1100/2023
"Decreto Legislativo nº 1099, de 11/09/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=374,Concede o Título de Cidadão do Recife ao musicista Juliano Holanda.,PDL 18/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=138424,Ivan Moraes,Em vigor,Decreto Legislativo 1099/2023
"Decreto Legislativo nº 1098, de 11/09/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=409,Concede a Medalha de Mérito José Mariano ao Sr. Manoel Leôncio Correia Filho.,PDL 31/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=143057,Davi Muniz,Em vigor,Decreto Legislativo 1098/2023
"Decreto Legislativo nº 1097, de 11/09/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=407,Concede a Medalha de Mérito José Mariano a Eduardo Emílio Andrade Faye das Chagas Holanda,PDL 30/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=143056,Davi Muniz,Em vigor,Decreto Legislativo 1097/2023
"Decreto Legislativo nº 1096, de 11/09/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=377,"Revoga o Decreto Legislativo nº 1.013, de 15 de fevereiro de 2022, que Concede o Título de Cidadão do Recife ao Sr. Alexandre Vitor Passos Assumpção.",PDL 21/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=138724,Professora Ana Lúcia,Em vigor,Decreto Legislativo 1096/2023
"Decreto Legislativo nº 1095, de 06/09/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=376,"Dispõe sobre a revogação do Decreto Legislativo nº 1.012, de 15 de fevereiro de 2022, que Concede o Título de Cidadã do Recife à Sra. Ana Luiza Francia Assumpção Passos.",PDL 20/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=138723,Professora Ana Lúcia,Em vigor,Decreto Legislativo 1095/2023
"Decreto Legislativo nº 1094, de 29/08/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=403,Concede o Título de Cidadão do Recife ao Padre Fabio Farias por relevantes serviços prestados à sociedade recifense.,PDL 28/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=141454,Felipe Alecrim,Em vigor,Decreto Legislativo 1094/2023
"Decreto Legislativo nº 1093, de 22/08/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=398,Concede o Título de Cidadã do Recife à Sra. Iva das Neves Lima de Souza.,PDL 25/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=139022,Davi Muniz,Em vigor,Decreto Legislativo 1093/2023
"Decreto Legislativo nº 1092, de 22/08/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=379,Concede o Título de Cidadão do Recife ao Sr. Antônio Gonçalves de Souza Sobrinho.,PDL 23/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=138920,Paulo Muniz,Em vigor,Decreto Legislativo 1092/2023
"Decreto Legislativo nº 1091, de 22/08/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=370,"Concede a Medalha de Mérito José Mariano ao Secretário Executivo de Articulação Política do Recife, Tarcísio Montenegro Amaral Ribeiro.",PDL 13/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=136832,Natália de Menudo,Em vigor,Decreto Legislativo 1091/2023
"Decreto Legislativo nº 1090, de 03/07/2023",https://publico.recife.pe.leg.br/consultas/norma_juridica/norma_juridica_mostrar_proc?cod_norma=328,"Concede a Medalha de Mérito José Mariano ao Excelentíssimo Sr. Ricardo de Oliveira Paes Barreto, Desembargador do Tribunal de Justiça de Pernambuco.",PDL 7/2023,https://publico.recife.pe.leg.br/consultas/materia/materia_mostrar_proc?cod_materia=135918,Eriberto Rafael,Em vigor,Decreto Legislativo 1090/2023
